Name,Sex,Age,Height,Weight,NOC,Year,Event,Medal
Elisabetta Durelli,F,16.0,,,ITA,1952,Balance Beam,none
Michelle Hollis Dusserre (-Farrell),F,15.0,153.0,41.0,USA,1984,Balance Beam,none
Brygida Dziuba (-Balska),F,21.0,164.0,54.0,POL,1960,Balance Beam,none
Anastasiya Dzyundzyak,F,17.0,,,UZB,1996,Balance Beam,none
Gertrd Emilia Eberle (-Kollar),F,16.0,153.0,40.0,ROU,1980,Balance Beam,none
Lisa Ecker,F,23.0,157.0,55.0,AUT,2016,Balance Beam,none
Kameliya Eftimova,F,14.0,145.0,35.0,BUL,1980,Balance Beam,none
Mrta Egervri (-Magyar),F,19.0,160.0,49.0,HUN,1976,Balance Beam,none
Mrta Egervri (-Magyar),F,23.0,160.0,49.0,HUN,1980,Balance Beam,none
Laila Solveig Egman-Andersson,F,18.0,168.0,59.0,SWE,1960,Balance Beam,none
Laila Solveig Egman-Andersson,F,22.0,168.0,59.0,SWE,1964,Balance Beam,none
Laila Solveig Egman-Andersson,F,26.0,168.0,59.0,SWE,1968,Balance Beam,none
Sidsel Ekholdt (-Hilleren),F,16.0,162.0,50.0,NOR,1972,Balance Beam,none
Naima El-Rhouati,F,20.0,,,MAR,1996,Balance Beam,none
Salma Mahmoud El-Said Mohamed,F,20.0,155.0,50.0,EGY,2012,Balance Beam,none
Sherine Ahmed El-Zeiny,F,17.0,162.0,50.0,EGY,2008,Balance Beam,none
Sherine Ahmed El-Zeiny,F,21.0,162.0,50.0,EGY,2012,Balance Beam,none
Sherine Ahmed El-Zeiny,F,25.0,162.0,50.0,EGY,2016,Balance Beam,none
Monica Elisabeth Elfvin (-Nkleby),F,21.0,164.0,52.0,SWE,1960,Balance Beam,none
Meta Elste (Neumann-),F,32.0,,,USA,1952,Balance Beam,none
Anne-Sophie Endeler,F,16.0,152.0,49.0,FRA,2000,Balance Beam,none
"Caroline Lynne ""Carrie"" Englert (-Zimmerman)",F,18.0,163.0,49.0,USA,1976,Balance Beam,none
Tina Erceg,F,20.0,162.0,51.0,CRO,2008,Balance Beam,none
Tina Erceg,F,24.0,162.0,51.0,CRO,2012,Balance Beam,none
Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,ROU,2004,Balance Beam,Bronze
Bettina Ernst,F,15.0,162.0,47.0,SUI,1984,Balance Beam,none
"Gitta Escher (-Sommer, -Wagenknecht)",F,19.0,163.0,48.0,GDR,1976,Balance Beam,none
Catalina Elena Escobar Gmez,F,25.0,156.0,50.0,COL,2016,Balance Beam,none
Margot Estvez Garca,F,16.0,153.0,35.0,ESP,1984,Balance Beam,none
Barbara Halina Eustachiewicz-Przygoda (-Kowal),F,21.0,159.0,59.0,POL,1960,Balance Beam,none
Barbara Halina Eustachiewicz-Przygoda (-Kowal),F,25.0,159.0,59.0,POL,1964,Balance Beam,none
Bndicte Evrard,F,17.0,176.0,38.0,BEL,1992,Balance Beam,none
Jennifer Exaltacion,F,16.0,152.0,41.0,CAN,1996,Balance Beam,none
"Gabriele ""Gabi"" Fhnrich",F,20.0,155.0,46.0,GDR,1988,Balance Beam,none
Fan Di,F,15.0,144.0,35.0,CHN,1988,Balance Beam,none
Fan Ye,F,27.0,176.0,72.0,CHN,2004,Balance Beam,none
Fan Yilin,F,16.0,148.0,37.0,CHN,2016,Balance Beam,none
Colette Fanara,F,26.0,,,FRA,1952,Balance Beam,none
Erika Fasana,F,16.0,155.0,50.0,ITA,2012,Balance Beam,none
Erika Fasana,F,20.0,155.0,50.0,ITA,2016,Balance Beam,none
Christel Felgner (-Wunder),F,22.0,156.0,50.0,GER,1964,Balance Beam,none
Carlotta Ferlito,F,17.0,160.0,50.0,ITA,2012,Balance Beam,none
Carlotta Ferlito,F,21.0,160.0,50.0,ITA,2016,Balance Beam,none
Alicia Fernndez Cortacero,F,18.0,,,ESP,1992,Balance Beam,none
Mara Luisa Fernndez Miranda,F,17.0,,,ESP,1960,Balance Beam,none
Vanessa Ferrari,F,17.0,146.0,45.0,ITA,2008,Balance Beam,none
Vanessa Ferrari,F,21.0,146.0,45.0,ITA,2012,Balance Beam,none
Vanessa Ferrari,F,25.0,146.0,45.0,ITA,2016,Balance Beam,none
"Gertrude ""Gerti"" Fesl",F,20.0,,,AUT,1952,Balance Beam,none
Danuta Fidusiewicz-Prusinowska,F,20.0,166.0,55.0,POL,1972,Balance Beam,none
Tatiana Figueirdo,F,16.0,157.0,44.0,BRA,1984,Balance Beam,none
Mariya Yevgenyevna Filatova (-Kurbatova),F,14.0,136.0,30.0,URS,1976,Balance Beam,none
Mariya Yevgenyevna Filatova (-Kurbatova),F,19.0,136.0,30.0,URS,1980,Balance Beam,none
Dimitrinka Filipova,F,14.0,148.0,37.0,BUL,1980,Balance Beam,none
Kyriaki Firinidou,F,15.0,155.0,42.0,GRE,1996,Balance Beam,none
Erika Flander,F,15.0,144.0,35.0,HUN,1980,Balance Beam,none
Barbara Kay Fletcher (-Evans),F,21.0,158.0,51.0,AUS,1964,Balance Beam,none
Mylne Fleury,F,17.0,154.0,52.0,CAN,1992,Balance Beam,none
Mara Ins Flores-Wurmser,F,17.0,152.0,46.0,GUA,1988,Balance Beam,none
Dianne Rena Foote (-Moreland),F,17.0,167.0,,NZL,1972,Balance Beam,none
Klra Frstner,F,18.0,158.0,52.0,HUN,1960,Balance Beam,none
"Ingrid Fst (Michaelis-, -Lehmann)",F,25.0,160.0,50.0,GER,1960,Balance Beam,none
"Ingrid Fst (Michaelis-, -Lehmann)",F,29.0,160.0,50.0,GER,1964,Balance Beam,none
Claudia Fragapane,F,18.0,137.0,43.0,GBR,2016,Balance Beam,none
Cristina Fraguas Snchez,F,16.0,,,ESP,1992,Balance Beam,none
Sonia Fraguas Snchez,F,14.0,,,ESP,1992,Balance Beam,none
Ethiene Cristina Gonser Franco,F,16.0,147.0,46.0,BRA,2008,Balance Beam,none
Ethiene Cristina Gonser Franco,F,20.0,147.0,46.0,BRA,2012,Balance Beam,none
"Ingeborg ""Ing"" Fraser (Haussler-)",F,,,,AUS,1956,Balance Beam,none
Patrizia Fratini,F,14.0,160.0,46.0,ITA,1976,Balance Beam,none
Monique Freres,F,19.0,152.0,48.0,BEL,1976,Balance Beam,none
Limor Fridman,F,16.0,162.0,46.0,ISR,1984,Balance Beam,none
Kthi Fritschi,F,18.0,157.0,44.0,SUI,1972,Balance Beam,none
"Pieternella ""Nel"" Fritz (-Zandee)",F,23.0,167.0,59.0,NED,1960,Balance Beam,none
Doris Gudrun Fuchs (-Brause),F,18.0,152.0,54.0,USA,1956,Balance Beam,none
Doris Gudrun Fuchs (-Brause),F,22.0,152.0,54.0,USA,1960,Balance Beam,none
Judit Fle,F,18.0,164.0,58.0,HUN,1960,Balance Beam,none
Ludivine Furnon,F,15.0,146.0,38.0,FRA,1996,Balance Beam,none
Georgeta Gabor,F,14.0,142.0,37.0,ROU,1976,Balance Beam,none
Luiza Galiulina,F,16.0,145.0,35.0,UZB,2008,Balance Beam,none
"Rozaliya Ilfatovna ""Roza"" Galiyeva",F,15.0,150.0,38.0,EUN,1992,Balance Beam,none
"Rozaliya Ilfatovna ""Roza"" Galiyeva",F,19.0,150.0,38.0,RUS,1996,Balance Beam,none
Elsa Garca Rodrguez Blancas,F,22.0,166.0,,MEX,2012,Balance Beam,none
Nuria Garca Daz,F,15.0,147.0,33.0,ESP,1988,Balance Beam,none
Patricia Garca Pureco,F,15.0,157.0,46.0,MEX,1972,Balance Beam,none
Patricia Garca Pureco,F,19.0,157.0,46.0,MEX,1976,Balance Beam,none
Susana Garca Escrich,F,18.0,148.0,39.0,ESP,2000,Balance Beam,none
Pauline Margrit Gardiner (-David),F,19.0,167.0,59.0,NZL,1964,Balance Beam,none
Maria Teresa Gargano,F,17.0,162.0,47.0,ITA,2004,Balance Beam,none
Kelly Garrison-Steves (-Funderburk),F,21.0,155.0,48.0,USA,1988,Balance Beam,none
Barbara Gasser,F,22.0,165.0,57.0,AUT,2012,Balance Beam,none
Houry A. Gebeshian,F,27.0,152.0,48.0,ARM,2016,Balance Beam,none
Gharde Geldenhuys,F,18.0,161.0,46.0,NAM,2000,Balance Beam,none
Mauricette Geller,F,15.0,150.0,42.0,BEL,1988,Balance Beam,none
Laure Gly,F,17.0,150.0,38.0,FRA,1996,Balance Beam,none
Veselina Gencheva,F,15.0,162.0,48.0,BUL,1996,Balance Beam,none
Elena Kirova Georgieva,F,25.0,154.0,46.0,BUL,1972,Balance Beam,none
"Helena Antonette ""Lenie"" Gerrietsen (-Lens)",F,22.0,,,NED,1952,Balance Beam,none
Kerstin Gerschau (-Kurrat),F,18.0,161.0,49.0,GDR,1976,Balance Beam,none
Elvire Gertosio,F,24.0,,,FRA,1972,Balance Beam,none
"Caterina ""Cathy"" Giancaspro",F,17.0,150.0,39.0,CAN,1988,Balance Beam,none
Jessica Gil Ortiz,F,21.0,161.0,,COL,2012,Balance Beam,none
Crystal Gilmore,F,17.0,136.0,47.0,CAN,2000,Balance Beam,none
Andrea Fernanda Giordano Porri,F,16.0,,,ARG,1992,Balance Beam,none
Carlotta Giovannini,F,18.0,158.0,50.0,ITA,2008,Balance Beam,none
Kathy Lee Gleason (-Jachter),F,19.0,163.0,53.0,USA,1968,Balance Beam,none
Maxi Gnauck,F,15.0,148.0,33.0,GDR,1980,Balance Beam,none
Denise Elizabeth Goddard,F,19.0,160.0,59.0,GBR,1964,Balance Beam,none
Christiane Goethals,F,21.0,160.0,55.0,BEL,1968,Balance Beam,none
Gina Elena Gogean (-Groza),F,13.0,150.0,40.0,ROU,1992,Balance Beam,none
Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,ROU,1996,Balance Beam,Bronze
Nancy Goldsmith,F,17.0,160.0,45.0,ISR,1984,Balance Beam,none
Eugenia Golea,F,17.0,159.0,43.0,ROU,1988,Balance Beam,none
Olga Gllner (Gecz),F,21.0,,,ROU,1952,Balance Beam,none
"Gertrude ""Trude"" Gollner-Kolar",F,26.0,,,AUT,1952,Balance Beam,none
Saa Golob,F,20.0,160.0,50.0,SLO,2012,Balance Beam,none
Angela Golz,F,15.0,162.0,46.0,FRG,1984,Balance Beam,none
Ana Sofa Gmez Porras,F,16.0,156.0,46.0,GUA,2012,Balance Beam,none
Ana Sofa Gmez Porras,F,20.0,156.0,46.0,GUA,2016,Balance Beam,none
Elena Gmez Servera,F,18.0,150.0,40.0,ESP,2004,Balance Beam,none
Leyanet Gonzlez Calero,F,25.0,154.0,48.0,CUB,2004,Balance Beam,none
Mara del Carmen Gonzlez Resina,F,19.0,,,ESP,1960,Balance Beam,none
Alina Goreac,F,19.0,157.0,48.0,ROU,1972,Balance Beam,none
"Johanna ""Hanna"" Grages (Beth-, -Zuschneid)",F,29.0,,,GER,1952,Balance Beam,none
Gertrude Gries,F,27.0,,,AUT,1952,Balance Beam,none
Anca Grigora (-Mihilescu),F,14.0,167.0,54.0,ROU,1972,Balance Beam,none
Anca Grigora (-Mihilescu),F,18.0,167.0,54.0,ROU,1976,Balance Beam,none
Cristina Elena Grigora,F,14.0,156.0,44.0,ROU,1980,Balance Beam,none
Cristina Elena Grigora,F,18.0,156.0,44.0,ROU,1984,Balance Beam,none
Tatyana Grigorenko,F,16.0,150.0,38.0,BLR,2000,Balance Beam,none
Rayna Ivanova Grigorova,F,20.0,163.0,55.0,BUL,1952,Balance Beam,none
Rayna Ivanova Grigorova,F,29.0,163.0,55.0,BUL,1960,Balance Beam,none
Rayna Ivanova Grigorova,F,33.0,163.0,55.0,BUL,1964,Balance Beam,none
Hildegard Grill (Leeb-),F,24.0,,,AUT,1952,Balance Beam,none
Anastasiya Nikolayevna Grishina,F,16.0,146.0,37.0,RUS,2012,Balance Beam,none
Lyudmila Pavlovna Gromova,F,21.0,157.0,52.0,URS,1964,Balance Beam,none
Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,RUS,1996,Balance Beam,none
Pascale Grossenbacher,F,18.0,152.0,40.0,SUI,1996,Balance Beam,none
Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17.0,156.0,41.0,URS,1976,Balance Beam,none
Yelena Aleksandrovna Grudneva,F,18.0,,,EUN,1992,Balance Beam,none
Ruth Catherine Grulkowski (-Hatyina),F,21.0,,,USA,1952,Balance Beam,none
Veronica Grymonprez,F,16.0,165.0,59.0,BEL,1960,Balance Beam,none
Veronica Grymonprez,F,20.0,165.0,59.0,BEL,1964,Balance Beam,none
Erzsbet Gulys-Kteles,F,27.0,,,HUN,1952,Balance Beam,none
Erzsbet Gulys-Kteles,F,32.0,,,HUN,1956,Balance Beam,none
Jana Gnther,F,17.0,163.0,50.0,GER,1992,Balance Beam,none
Ileana Gyarfa,F,20.0,,,ROU,1952,Balance Beam,none
Brooke Jade Gysen,F,14.0,,,AUS,1992,Balance Beam,none
Kelly Louise Hackman,F,19.0,157.0,52.0,GBR,2000,Balance Beam,none
Vanda Maria Hdrean,F,16.0,,,ROU,1992,Balance Beam,none
Han Gyeong-Im,F,17.0,155.0,46.0,KOR,1988,Balance Beam,none
Han Jong-Ok,F,17.0,148.0,39.0,PRK,2004,Balance Beam,none
Bente Hansen (-Foss),F,19.0,164.0,50.0,NOR,1972,Balance Beam,none
Erzsbet Hanti,F,15.0,156.0,44.0,HUN,1980,Balance Beam,none
Kazue Hanyu (-Kasamatsu),F,18.0,160.0,52.0,JPN,1968,Balance Beam,none
Kazue Hanyu (-Kasamatsu),F,21.0,160.0,52.0,JPN,1972,Balance Beam,none
Karen Katrina Hargate,F,15.0,154.0,46.0,GBR,1988,Balance Beam,none
Suzanne Helena Johanna Harmes,F,18.0,170.0,57.0,NED,2004,Balance Beam,none
Suzanne Helena Johanna Harmes,F,22.0,170.0,57.0,NED,2008,Balance Beam,none
Amanda Harrison (-Kirby),F,19.0,154.0,51.0,GBR,1984,Balance Beam,none
"Alexandra ""Sandra"" Hartley (-O'Brien Cousins)",F,20.0,165.0,56.0,CAN,1968,Balance Beam,none
Takako Hasegawa,F,21.0,155.0,44.0,JPN,1972,Balance Beam,none
Miho Hashiguchi,F,18.0,157.0,46.0,JPN,1996,Balance Beam,none
Kayoko Hashiguchi-Saka,F,24.0,158.0,52.0,JPN,1968,Balance Beam,none
Kayoko Hashiguchi-Saka,F,28.0,158.0,52.0,JPN,1972,Balance Beam,none
Erna Havelka (-Raenovi),F,27.0,156.0,50.0,YUG,1972,Balance Beam,none
He Xuemei,F,15.0,146.0,39.0,CHN,1992,Balance Beam,none
Doris Linnea Birgitta Hedberg (-Asplund),F,20.0,,,SWE,1956,Balance Beam,none
Elke Heine,F,17.0,164.0,50.0,FRG,1984,Balance Beam,none
Angelika Hellmann (-Keilig),F,18.0,163.0,47.0,GDR,1972,Balance Beam,none
Angelika Hellmann (-Keilig),F,22.0,163.0,47.0,GDR,1976,Balance Beam,none
Heo Seon-Mi,F,17.0,155.0,40.0,KOR,2012,Balance Beam,none
Rune Hermans,F,17.0,160.0,48.0,BEL,2016,Balance Beam,none
Pascale Hermant,F,15.0,,,FRA,1972,Balance Beam,none
"Lauren Zoe ""Laurie"" Hernandez",F,16.0,152.0,49.0,USA,2016,Balance Beam,Silver
Mara Antonieta Hernndez Castao,F,14.0,156.0,46.0,MEX,1972,Balance Beam,none
Manuela Hervs Rodrguez,F,16.0,152.0,43.0,ESP,1988,Balance Beam,none
Theodora Mary Hill (-Gotz),F,18.0,163.0,62.0,NZL,1964,Balance Beam,none
Marie-Sophie Hindermann,F,17.0,171.0,51.0,GER,2008,Balance Beam,none
Silvia Hindorff (-Hafemeister),F,19.0,158.0,48.0,GDR,1980,Balance Beam,none
Eiko Hirashima,F,21.0,161.0,52.0,JPN,1972,Balance Beam,none
Elfriede Hirnschall (-Fgerl),F,15.0,165.0,66.0,AUT,1960,Balance Beam,none
Irene Hirst,F,22.0,,,GBR,1952,Balance Beam,none
"Mary Patricia ""Pat"" Hirst",F,33.0,,,GBR,1952,Balance Beam,none
"Mary Patricia ""Pat"" Hirst",F,38.0,,,GBR,1956,Balance Beam,none
Vanessa Hobbs,F,17.0,161.0,55.0,GBR,2004,Balance Beam,none
Marie Margaret Hoesly,F,35.0,,,USA,1952,Balance Beam,none
Valentyna Mykhailivna Holenkova,F,16.0,150.0,40.0,UKR,2008,Balance Beam,none
Ingrid Holkoviov (-Postikov),F,16.0,158.0,47.0,TCH,1976,Balance Beam,none
Inger Rose-Marie Holm (-Saxne),F,15.0,153.0,46.0,SWE,1968,Balance Beam,none
Unni Elisabeth Holmen (-Berge-),F,16.0,165.0,56.0,NOR,1968,Balance Beam,none
Unni Elisabeth Holmen (-Berge-),F,19.0,165.0,56.0,NOR,1972,Balance Beam,none
Mria Homolov,F,24.0,161.0,55.0,SVK,2012,Balance Beam,none
Hong Su-Jong,F,15.0,146.0,36.0,PRK,2004,Balance Beam,none
Hong Tai-Kwai,F,17.0,151.0,47.0,TPE,1964,Balance Beam,none
Hong Tai-Kwai,F,21.0,151.0,47.0,TPE,1968,Balance Beam,none
Hong Un-Jong,F,19.0,156.0,47.0,PRK,2008,Balance Beam,none
Elyse Madison Hopfner-Hibbs,F,18.0,152.0,46.0,CAN,2008,Balance Beam,none
Pamela Jean Hopkins (-Hardwicke),F,18.0,157.0,49.0,GBR,1972,Balance Beam,none
Mariya Kindrativna Horokhovska,F,30.0,,,URS,1952,Balance Beam,Silver
Kinga Horvth,F,15.0,158.0,46.0,HUN,1992,Balance Beam,none
Dorota Horzonek-Jokiel,F,18.0,156.0,58.0,POL,1952,Balance Beam,none
Dorota Horzonek-Jokiel,F,22.0,156.0,58.0,POL,1956,Balance Beam,none
Naho Hoshiyama,F,15.0,144.0,36.0,JPN,1996,Balance Beam,none
Raili Hillevi Hoviniemi (-Lampinen),F,16.0,157.0,52.0,FIN,1952,Balance Beam,none
"Doris Katherine ""Kathy"" Howard",F,18.0,163.0,50.0,USA,1976,Balance Beam,none
"Judith Ann ""Judy"" Howe (Hult-)",F,21.0,162.0,55.0,USA,1956,Balance Beam,none
Huang Qiushuang,F,20.0,154.0,43.0,CHN,2012,Balance Beam,none
Huang Qun,F,15.0,150.0,38.0,CHN,1984,Balance Beam,none
Colette Hu (-Changeat),F,20.0,,,FRA,1952,Balance Beam,none
Joanna Lovell Hughes,F,18.0,157.0,47.0,AUS,1996,Balance Beam,none
Rene Hugon (-Roger),F,29.0,163.0,59.0,FRA,1960,Balance Beam,none
Terin Marie Humphrey,F,17.0,152.0,43.0,USA,2004,Balance Beam,none
Gheorgheta Hurmuzachi (-Dumitrescu),F,20.0,,,ROU,1956,Balance Beam,none
Pamela Ruth Hutchinson,F,18.0,159.0,52.0,GBR,1972,Balance Beam,none
Tetiana Kostiantynivna Hutsu,F,15.0,,,EUN,1992,Balance Beam,none
Ann-Mari Hvaal (-Steinsland),F,24.0,163.0,59.0,NOR,1968,Balance Beam,none
Hwang Bo-Sil,F,19.0,,,PRK,1992,Balance Beam,none
Daniele Matias Hyplito,F,16.0,147.0,51.0,BRA,2000,Balance Beam,none
Daniele Matias Hyplito,F,19.0,147.0,51.0,BRA,2004,Balance Beam,none
Daniele Matias Hyplito,F,23.0,147.0,51.0,BRA,2008,Balance Beam,none
Daniele Matias Hyplito,F,27.0,147.0,51.0,BRA,2012,Balance Beam,none
Daniele Matias Hyplito,F,31.0,147.0,51.0,BRA,2016,Balance Beam,none
Mitsuka Ikeda,F,24.0,,,JPN,1956,Balance Beam,none
Marieta Ilieva,F,16.0,158.0,52.0,BUL,1972,Balance Beam,none
Im Hye-Jin,F,15.0,152.0,40.0,KOR,1988,Balance Beam,none
Paula Ioan,F,17.0,162.0,55.0,ROU,1972,Balance Beam,none
Atanasia Ionescu (-Albu),F,25.0,152.0,47.0,ROU,1960,Balance Beam,none
Atanasia Ionescu (-Albu),F,29.0,152.0,47.0,ROU,1964,Balance Beam,none
Larisa Andreea Iordache,F,16.0,150.0,,ROU,2012,Balance Beam,none
Sonia Iovan-Inovan,F,21.0,150.0,48.0,ROU,1956,Balance Beam,none
Sonia Iovan-Inovan,F,24.0,150.0,48.0,ROU,1960,Balance Beam,none
Sonia Iovan-Inovan,F,29.0,150.0,48.0,ROU,1964,Balance Beam,none
Torunn Isberg,F,19.0,159.0,56.0,NOR,1968,Balance Beam,none
Manami Ishizaka,F,18.0,150.0,39.0,JPN,2004,Balance Beam,none
Marija Ivandeki,F,26.0,,,YUG,1952,Balance Beam,none
Sandra Raluca Izbaa,F,18.0,164.0,52.0,ROU,2008,Balance Beam,none
Sandra Raluca Izbaa,F,22.0,164.0,52.0,ROU,2012,Balance Beam,none
Ana Mara Izurieta Garca,F,19.0,157.0,52.0,ESP,2012,Balance Beam,none
Karin Janz (-Bttner),F,16.0,156.0,46.0,GDR,1968,Balance Beam,none
Karin Janz (-Bttner),F,20.0,156.0,46.0,GDR,1972,Balance Beam,Bronze
Nadine Jarosch,F,17.0,158.0,46.0,GER,2012,Balance Beam,none
Agata Jadwiga Jaroszek-Karczmarek,F,16.0,178.0,61.0,POL,1980,Balance Beam,none
Petra Jebram (-Berchtold),F,14.0,164.0,55.0,FRG,1968,Balance Beam,none
Martina Jentsch,F,20.0,161.0,52.0,GDR,1988,Balance Beam,none
Jeong Bong-Sun,F,19.0,160.0,50.0,KOR,1964,Balance Beam,none
Marisa Jervella,F,15.0,155.0,49.0,SUI,1984,Balance Beam,none
Jiang Yuyuan,F,16.0,140.0,32.0,CHN,2008,Balance Beam,none
Jo Hyun-Joo,F,15.0,139.0,33.0,KOR,2008,Balance Beam,none
Brandy K. Johnson (-Scharpf),F,15.0,150.0,42.0,USA,1988,Balance Beam,none
"Kathleen Ann ""Kathy"" Johnson (-Clarke)",F,24.0,153.0,45.0,USA,1984,Balance Beam,Bronze
Shawn Machel Johnson (-East),F,16.0,145.0,41.0,USA,2008,Balance Beam,Gold
Anita Jokiel,F,13.0,142.0,28.0,POL,1980,Balance Beam,none
Denise Jones,F,17.0,147.0,41.0,GBR,1980,Balance Beam,none
Madeleine Jouffroy (-Perrier),F,24.0,,,FRA,1952,Balance Beam,none
"Daria ""Dasha"" Joura",F,18.0,154.0,50.0,AUS,2008,Balance Beam,none
Joana Jurez Roura,F,15.0,149.0,40.0,ESP,1996,Balance Beam,none
Medeya Jugeli,F,26.0,,,URS,1952,Balance Beam,none
Katarzyna Iwona Jurkowska-Kowalska,F,24.0,161.0,50.0,POL,2016,Balance Beam,none
Ida Kadlec,F,22.0,,,AUT,1952,Balance Beam,none
Ariella Kaeslin,F,20.0,165.0,55.0,SUI,2008,Balance Beam,none
Yekaterina Illarionovna Kalinchuk (Dyomina-),F,29.0,,,URS,1952,Balance Beam,none
Lidiya Gavrilovna Kalinina-Ivanova,F,19.0,164.0,57.0,URS,1956,Balance Beam,none
Lidiya Gavrilovna Kalinina-Ivanova,F,23.0,164.0,57.0,URS,1960,Balance Beam,none
Mitsuko Kandori,F,25.0,148.0,45.0,JPN,1968,Balance Beam,none
Kang Myong-Suk,F,14.0,151.0,39.0,PRK,1980,Balance Beam,none
Nicole Kantek,F,15.0,,,AUS,1996,Balance Beam,none
Miriam Kara,F,21.0,161.0,50.0,ISR,1960,Balance Beam,none
Mariya Karashka,F,26.0,164.0,61.0,BUL,1968,Balance Beam,none
Olga Dmitryievna Karasyova (Kharlova-),F,19.0,164.0,55.0,URS,1968,Balance Beam,none
"Irn Karcsics-Daruhzi (-Krpti, -Kubisch)",F,25.0,,,HUN,1952,Balance Beam,none
Virginia Karentzou,F,18.0,160.0,47.0,GRE,1996,Balance Beam,none
Maude Astrid Karln,F,23.0,,,SWE,1956,Balance Beam,none
Norveig Karlsen (-Christiansen),F,30.0,,,NOR,1952,Balance Beam,none
Dipa Karmakar,F,22.0,151.0,47.0,IND,2016,Balance Beam,none
Viktoriya Pavlivna Karpenko,F,19.0,148.0,40.0,UKR,2000,Balance Beam,none
Mariya Kartalova,F,19.0,157.0,42.0,BUL,1988,Balance Beam,none
"Svetlana ""Svetla"" Kashtelyan",F,17.0,154.0,45.0,BUL,1976,Balance Beam,none
Tokie Kawase,F,15.0,157.0,48.0,JPN,1984,Balance Beam,none
Mrta Kelemen,F,17.0,164.0,52.0,HUN,1972,Balance Beam,none
Mrta Kelemen,F,21.0,164.0,52.0,HUN,1976,Balance Beam,none
gnes Keleti-Srkny (Klein),F,31.0,,,HUN,1952,Balance Beam,none
gnes Keleti-Srkny (Klein),F,35.0,,,HUN,1956,Balance Beam,Gold
Karen Barbara Kelsall,F,13.0,150.0,37.0,CAN,1976,Balance Beam,none
Karen Kennedy,F,21.0,162.0,50.0,GBR,1988,Balance Beam,none
Angelika Kern,F,16.0,158.0,46.0,FRG,1968,Balance Beam,none
Angelika Kern,F,19.0,158.0,46.0,FRG,1972,Balance Beam,none
Dagmar Kersten,F,17.0,157.0,45.0,GDR,1988,Balance Beam,none
Aliz Kertsz,F,21.0,,,HUN,1956,Balance Beam,none
Anik Kry,F,16.0,157.0,51.0,HUN,1972,Balance Beam,none
"Rose-Marie ""Romi"" Kessler",F,21.0,159.0,48.0,SUI,1984,Balance Beam,none
Irina Khitrova,F,18.0,160.0,51.0,BUL,1972,Balance Beam,none
Svetlana Vasilyevna Khorkina,F,17.0,165.0,47.0,RUS,1996,Balance Beam,none
Svetlana Vasilyevna Khorkina,F,21.0,165.0,47.0,RUS,2000,Balance Beam,none
Svetlana Vasilyevna Khorkina,F,25.0,165.0,47.0,RUS,2004,Balance Beam,none
Khrabrina Bozhidarova Khrabrova,F,15.0,155.0,41.0,BUL,1988,Balance Beam,none
Snezhana Ivanova Khristakieva,F,15.0,147.0,36.0,BUL,1992,Balance Beam,none
"Aikaterini ""Katerina"" Khristoforidou",F,16.0,158.0,51.0,GRE,2000,Balance Beam,none
Brigitte Helene Kiesler (Krst-),F,27.0,157.0,52.0,GER,1952,Balance Beam,none
Chieko Kikkawa,F,21.0,158.0,47.0,JPN,1976,Balance Beam,none
Kim Chun-Son,F,19.0,149.0,42.0,PRK,1980,Balance Beam,none
Kim Eun-Mi,F,16.0,160.0,47.0,KOR,1988,Balance Beam,none
Kim Gwang-Suk,F,16.0,,,PRK,1992,Balance Beam,none
Kim Nam-Ok,F,15.0,155.0,45.0,KOR,1988,Balance Beam,none
"Nellya Vladimirovna ""Nelli"" Kim (-Achasov)",F,18.0,152.0,47.0,URS,1976,Balance Beam,none
"Nellya Vladimirovna ""Nelli"" Kim (-Achasov)",F,22.0,152.0,47.0,URS,1980,Balance Beam,none
Kim Un-Jong,F,17.0,145.0,36.0,PRK,2004,Balance Beam,none
Pavla Kinclov,F,17.0,164.0,53.0,TCH,1992,Balance Beam,none
Marissa Petra King,F,17.0,154.0,53.0,GBR,2008,Balance Beam,none
Klaudia Kinsk,F,18.0,163.0,52.0,SVK,1996,Balance Beam,none
Mariya Kircheva,F,18.0,158.0,47.0,BUL,1976,Balance Beam,none
Doris Ann Kirkman (-Cannon),F,21.0,,,USA,1952,Balance Beam,none
Marion Kische (-Wellner),F,18.0,159.0,47.0,GDR,1976,Balance Beam,none
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)",F,19.0,164.0,56.0,USA,1956,Balance Beam,none
Dorota Monika Klencz (-Szymura),F,17.0,160.0,54.0,POL,1972,Balance Beam,none
Ulrike Klotz,F,17.0,166.0,50.0,GDR,1988,Balance Beam,none
Oksana Knizhnik,F,19.0,,,UKR,1996,Balance Beam,none
Jana Knopov,F,18.0,160.0,47.0,TCH,1976,Balance Beam,none
Dina Anatolyevna Kochetkova,F,18.0,147.0,37.0,RUS,1996,Balance Beam,none
Tereza Koi,F,18.0,156.0,51.0,YUG,1952,Balance Beam,none
Tereza Koi,F,26.0,156.0,51.0,YUG,1960,Balance Beam,none
