"TIME_PERIOD","GEO","INDICATOR","VALUE"
"2019","CH011","1",25.8
"2019","CH011","2",38.0
"2019","CH011","3",37.4
"2019","CH011","4",40.0
"2019","CH011","5",49.4
"2019","CH011","6",63.0
"2019","CH012","Total",46.1
"2019","CH012","1",24.0
"2019","CH012","2",38.5
"2019","CH012","3",43.0
"2019","CH012","4",45.4
"2019","CH012","5",50.0
"2019","CH012","6",59.5
"2019","CH024","Total",45.1
"2019","CH024","1",33.1
"2019","CH024","2",42.3
"2019","CH024","3",42.4
"2019","CH024","4",41.4
"2019","CH024","5",48.6
"2019","CH024","6",59.4
"2019","CH013","Total",36.5
"2019","CH013","1",27.7
"2019","CH013","2",34.5
"2019","CH013","3",33.3
"2019","CH013","4",34.4
"2019","CH013","5",41.1
"2019","CH013","6",59.0
"2019","CH025","Total",47.7
"2019","CH025","1",27.3
"2019","CH025","2",39.2
"2019","CH025","3",43.2
"2019","CH025","4",44.6
"2019","CH025","5",49.4
"2019","CH025","6",56.2
"2018","CH","Total",45.7
"2018","CH","1",29.2
"2018","CH","2",41.7
"2018","CH","3",42.1
"2018","CH","4",42.4
